,Date,AirPressure_22m_hPa,AccumulatedPrecipitation_mm,WindSpeed_22m_ms,WindSpeed_16.3m_ms,WindSpeed_12.3m_ms,WindSpeed_2.3m_ms,WindDirection_22m_deg,AirHumidity_22m_percent,AirHumidity_16.3m_percent,AirHumidity_12.3m_percent,AirHumidity_8.1m_percent,AirHumidity_2.3m_percent,AirHumidity_0.9m_percent,AirTemperature_22m_degC,AirTemperature_16.3m_degC,AirTemperature_12.3m_degC,AirTemperature_8.1m_degC,AirTemperature_2.3m_degC,AirTemperature_0.9m_degC,VPD_22m_hPa,VPD_16.3m_hPa,VPD_12.3m_hPa,VPD_8.1m_hPa,VPD_2.3m_hPa,VPD_0.9m_hPa,PAR_incoming_22m_umol_m2_s1,PAR_reflected_22m_umol_m2_s1,ShortWaveRadiation_incoming_22m_Wm2,ShortWaveRadiation_reflected_22m_Wm2,LongWaveRadiation_downwelling_22m_Wm2,LongWaveRadiation_upwelling_22m_Wm2,GlobalRadiation_22m_Wm2,DiffuseRadiation_22m_Wm2,Fraction_of_DiffuseRadiation,SunshineDuration_minutes_per_12hours,SoilTemperature_30cm_degC,SoilTemperature_60cm_degC,SoilTemperature_100cm_degC,SoilMoisture_30cm_percent,SoilMoisture_60cm_percent,SoilMoisture_100cm_percent,NEE_umol_m2_s1,LatentHeatFlux_Wm2,SensibleHeatFlux_Wm2,GroundHeatFlux_Wm2,CO2_concentration,Year,Month,Day,season,ET_ET_pot
11,13/03/2014,1003.680303,NA,1.540833333,1.265742424,0.742151515,0.134954545,89.34848485,87.74090909,90.13939394,90.88636364,93.84545455,91.20606061,91.60151515,25.11515152,24.96212121,24.53636364,24.31212121,24.45151515,24.56666667,4.102203324,3.314906361,3.010599969,2.072751929,2.891298458,2.778778031,0.028681818,0,0,NA,-33.21518182,NA,0,0,1,NA,27.54747475,27.1989899,27.0979798,23.41212121,25.65808081,27.56666667,NA,NA,NA,NA,NA,2014,3,13,pre_drought_non_enzo,NA
12,14/03/2014,1003.3,NA,1.195818182,1.006575758,0.526272727,0.181651515,146.3863636,89.99393939,93.47575758,95.8530303,98.34242424,95.76818182,95.95,24.9,24.50909091,23.70757576,23.34090909,23.53636364,23.66969697,3.346139427,2.160348217,1.317678164,0.53274848,1.286251985,1.243651881,0.025166667,0,0,NA,-41.7875303,NA,0,0,1,NA,27.6030303,27.28484849,27.12727272,23.37373737,25.63838384,27.54393939,NA,NA,NA,NA,NA,2014,3,14,pre_drought_non_enzo,NA
13,15/03/2014,1004.160606,NA,1.075454546,0.869969697,0.509121212,0.131863636,256.430303,97.07424242,98.88787879,99.08030303,99.87727273,97.93181818,98.17424242,24.36969697,24.20454546,23.76363636,23.62424243,23.76818182,23.89393939,0.913464462,0.34818501,0.28320165,0.038744195,0.620283576,0.553002265,0,0,0,NA,-28.64171212,NA,0,0,1,NA,27.49141414,27.27121212,27.17323232,23.35909091,25.61666667,27.49343434,NA,NA,NA,NA,NA,2014,3,15,pre_drought_non_enzo,NA
14,16/03/2014,1004.381818,NA,1.578257576,1.310787879,0.882409091,0.134651515,238.0621212,96.03030303,97.7530303,98.06818182,99.71818182,97.39242424,97.71363636,24.51363636,24.43181818,24.08484848,23.96060606,24.05606061,24.17727273,1.274288763,0.724407825,0.603360418,0.089855422,0.795900353,0.704716245,0.020515152,0,0,NA,-33.01187879,NA,0,0,1,NA,27.41666667,27.26262626,27.11616162,23.34141414,25.5949495,27.46010101,NA,NA,NA,NA,NA,2014,3,16,pre_drought_non_enzo,NA
15,17/03/2014,1004.719697,NA,1.055257576,0.912,0.607484849,0.147409091,228.9833333,99.86818182,100,99.98484849,100,99.53030303,99.75606061,23.12727273,23.14393939,22.99242424,23.03939394,23.22878788,23.36363636,0.037926308,0,0.00440212,0,0.134487177,0.070731574,0,0,0,NA,-10.7085,NA,0,0,1,NA,27.44090909,27.33232323,27.18333333,23.17222222,25.53838384,27.37373737,NA,NA,NA,NA,NA,2014,3,17,pre_drought_non_enzo,NA
16,18/03/2014,1003.856061,NA,1.058939394,0.860363637,0.509454546,0.10219697,224.7045455,96.3530303,98.47575758,99.11363636,100,98.85454546,99.07272727,24.27727273,24.13181818,23.66212121,23.41060606,23.55454545,23.6969697,1.130674498,0.469398831,0.266542937,0,0.338789948,0.278133115,0,0,0,NA,-25.33506061,NA,0,0,1,NA,27.4503268,27.24117647,27.15620915,23.26797386,25.56013072,27.35947712,NA,NA,NA,NA,NA,2014,3,18,pre_drought_non_enzo,NA
17,19/03/2014,1003.2,NA,1.23919697,1.028439394,0.629469697,0.1305,144.2833333,94.88030303,96.83333333,97.14393939,98.51060606,96.43333333,96.87121212,24.43333333,24.3530303,24.01060606,23.90757576,24.08333333,24.2,1.642645203,1.038890688,0.924445138,0.494150462,1.128066266,1.000871704,0,0,0,NA,-27.69460606,NA,0,0,1,NA,27.66616162,27.2979798,27.18787879,23.4,25.58131313,27.33181818,NA,NA,NA,NA,NA,2014,3,19,pre_drought_non_enzo,NA
18,20/03/2014,1002.513636,NA,1.216,1.052136364,0.712333333,0.165863636,222.9727273,99.21515151,99.94242424,99.95606061,100,98.91969697,99.25606061,23.92878788,23.92727273,23.73636364,23.76363636,23.98333333,24.11363636,0.238865824,0.017776791,0.013368321,0,0.322649542,0.224559778,0,0,0,NA,-14.19801515,NA,0,0,1,NA,27.59444444,27.34141414,27.2050505,23.43333333,25.57323232,27.30757576,NA,NA,NA,NA,NA,2014,3,20,pre_drought_non_enzo,NA
19,21/03/2014,1001.598485,NA,1.563242424,1.361787879,0.933333333,0.247560606,194.7363636,91.05909091,92.01363636,92.15,93.66212121,92.81969697,93.38030303,23.83787879,23.87727273,23.65757576,23.6,23.70757576,23.83636364,3.304302633,2.955113196,2.78879088,2.20610732,2.393482916,2.225875687,0,0,0,NA,-13.1385,NA,0,0,1,NA,27.71812866,27.33157895,27.1877193,23.34035088,25.54912281,27.27953216,NA,NA,NA,NA,NA,2014,3,21,pre_drought_non_enzo,NA
20,22/03/2014,1001.798485,NA,1.53130303,1.236212121,0.756818182,0.08669697,90.40909091,90.23333333,92.42121212,92.91212121,94.86363636,92.71212121,93.34242424,24.92878788,24.75,24.33484849,24.17121212,24.31818182,24.40757576,3.275418281,2.569564098,2.368562953,1.743710278,2.415337986,2.219842487,0.022363636,0,0,NA,-36.78442424,NA,0,0,1,NA,27.66722222,27.305,27.20388889,23.46222222,25.57388889,27.25722222,NA,NA,NA,NA,NA,2014,3,22,pre_drought_non_enzo,NA
21,23/03/2014,1003.077273,NA,1.539,1.244515152,0.712439394,0.061545455,91.65454545,89.38636364,91.79090909,92.44848485,94.49545455,92.29242424,92.80757576,24.43484849,24.15757576,23.67575758,23.48333333,23.61515152,23.71818182,3.504247076,2.720908075,2.441749581,1.790767526,2.437091709,2.292431673,0.021772727,0,0,NA,-45.27327273,NA,0,0,1,NA,27.7469697,27.36515152,27.23888889,23.46969697,25.56515152,27.23888889,NA,NA,NA,NA,NA,2014,3,23,pre_drought_non_enzo,NA
22,24/03/2014,1002.251515,NA,1.305590909,1.076166667,0.635848485,0.057151515,162.0075758,87.93333333,90.02727273,91.22121212,93.83939394,91.63030303,92.16969697,24.91212121,24.72727273,24.12424242,23.76363636,23.87727273,23.96818182,4.016254417,3.31978345,2.871230164,2.042417512,2.692809007,2.534461109,0.015863636,0,0,NA,-40.56039394,NA,0,0,1,NA,27.60151515,27.35151515,27.25353535,23.46868687,25.56010101,27.23080808,NA,NA,NA,NA,NA,2014,3,24,pre_drought_non_enzo,NA
23,25/03/2014,1001.612121,NA,1.211227273,0.945106061,0.545060606,0.094060606,128.8939394,90.57272727,92.67121212,94.08939394,97.60454545,95.5969697,95.96818182,24.98030303,24.75,24.14393939,23.66666667,23.73484849,23.84848485,3.149496049,2.441193415,1.89364329,0.750412017,1.337961842,1.23702343,0,0,0,NA,-36.13981818,NA,0,0,1,NA,27.6540404,27.34545454,27.25555556,23.43333333,25.55808081,27.20656566,NA,NA,NA,NA,NA,2014,3,25,pre_drought_non_enzo,NA
24,26/03/2014,1001.298485,NA,1.209030303,0.956378788,0.580242424,0.112106061,96.92727273,94.1030303,96.67121212,97.54393939,99.43787879,98.19090909,98.4469697,25.25151515,24.99848485,24.56060606,24.32424242,24.36666667,24.49848485,1.973059443,1.107734702,0.793242023,0.180479863,0.560836205,0.487225128,0,0,0,NA,-26.97531818,NA,0,0,1,NA,27.65,27.3560606,27.26111111,23.43333333,25.54040404,27.19545455,NA,NA,NA,NA,NA,2014,3,26,pre_drought_non_enzo,NA
25,27/03/2014,1002.169697,NA,1.422878788,1.155106061,0.691909091,0.23180303,123.7348485,93.03333333,94.68030303,95.11363636,96.86818182,95.07424243,95.32121212,25.59848485,25.50909091,25.14090909,24.98636364,25.09242424,25.23484848,2.54781796,1.956434345,1.73944553,1.102670632,1.651957633,1.581509757,0,0,0,NA,-29.35125758,NA,0,0,1,NA,27.74292929,27.41464646,27.28686869,23.43333333,25.53030303,27.17828283,NA,NA,NA,NA,NA,2014,3,27,pre_drought_non_enzo,NA
26,28/03/2014,1001.984848,NA,0.992954546,0.8345,0.492712121,0.167318182,150.1772727,95.64090909,97.58030303,97.86363636,98.63636364,96.31969697,96.54848485,25.14848485,24.98181818,24.58484849,24.52424242,24.75,24.88333333,1.4413718,0.813933444,0.712336041,0.460633144,1.204951409,1.143294307,0,0,0,NA,-26.54210606,NA,0,0,1,NA,27.86363636,27.46717172,27.27676768,23.42424242,25.51060606,27.1459596,NA,NA,NA,NA,NA,2014,3,28,pre_drought_non_enzo,NA
27,29/03/2014,1002.171212,NA,1.1905,1.024121212,0.638757576,0.212090909,191.8075758,99.09242424,99.93030303,99.95757576,99.97878788,99.35757576,99.54545455,23.72121212,23.67424242,23.4,23.38636364,23.56666667,23.71515151,0.27244381,0.021480702,0.013038306,0.00655963,0.189197696,0.136019744,0,0,0,NA,-10.40524242,NA,0,0,1,NA,27.66190476,27.52539683,27.32010582,23.36243386,25.46878307,27.1021164,NA,NA,NA,NA,NA,2014,3,29,pre_drought_non_enzo,NA
28,30/03/2014,1000.628788,NA,1.396787879,1.119227273,0.708136364,0.180848485,96.26515152,94.88787879,97.15151515,97.75757576,99.22575758,97.72272727,97.91969697,25.50454545,25.28636364,24.82575758,24.6030303,24.68939394,24.84545455,1.761801819,0.991809573,0.759103025,0.265206974,0.738204626,0.681538578,0,0,0,NA,-35.7730303,NA,0,0,1,NA,27.73434343,27.49242424,27.37474748,23.33333333,25.45909091,27.11363636,NA,NA,NA,NA,NA,2014,3,30,pre_drought_non_enzo,NA
29,31/03/2014,1001.321212,NA,1.636106061,1.406242424,0.986136364,0.222227273,239.0015152,96.81363636,97.95757576,97.98333333,98.78181818,97.18787879,97.64090909,24.12121212,24.15454546,23.95606061,23.99393939,24.25757576,24.39090909,1.01834229,0.662066242,0.641575191,0.391312494,0.879409605,0.745679442,0,0,0,NA,-19.23016667,NA,0,0,1,NA,27.63194445,27.36018519,27.16666667,23.3287037,25.40925926,27.01666667,NA,NA,NA,NA,NA,2014,3,31,pre_drought_non_enzo,NA
30,01/04/2014,1001.181818,NA,1.132227273,0.956,0.560318182,0.146560606,186.9287879,95.16363636,97.76666667,98.91969697,99.6530303,98.60606061,98.88939394,24.09848485,23.92878788,23.51212121,23.42272727,23.57121212,23.71666667,1.554475817,0.737272218,0.361363876,0.117596105,0.432935439,0.353692735,0,0,0,NA,-21.73233333,NA,0,0,1,NA,27.63434344,27.55555556,27.42979798,23.3,25.43383838,27.06818182,NA,NA,NA,NA,NA,2014,4,1,pre_drought_non_enzo,NA
31,02/04/2014,1001.29697,NA,1.208954545,1.020772727,0.530060606,0.199651515,148.2666667,92.15151515,94.81212121,97.24848485,99.66666667,97.99393939,98.23333333,25.93030303,25.68787879,24.93333333,24.50151515,24.69090909,24.82575758,2.759216778,1.843568876,0.94743157,0.113381173,0.644532239,0.573886892,0,0,0,NA,-35.27328788,NA,0,0,1,NA,27.75252525,27.49444444,27.42020202,23.32272727,25.43484849,27.07979798,NA,NA,NA,NA,NA,2014,4,2,pre_drought_non_enzo,NA
32,03/04/2014,1002.706061,NA,1.497893939,1.285560606,0.878015152,0.110515152,245.9909091,97.06818182,98.28484848,98.25151515,98.78636364,97.79393939,98.03636364,23.43636364,23.4469697,23.25454545,23.28030303,23.48030303,23.63030303,0.921768208,0.567087764,0.570797404,0.398171736,0.713833275,0.645245029,0,0,0,NA,-11.17371212,NA,0,0,1,NA,27.73939394,27.57979798,27.44595959,23.59141414,25.37828283,27.0040404,NA,NA,NA,NA,NA,2014,4,3,pre_drought_non_enzo,NA
33,04/04/2014,1003.266667,NA,1.416287879,1.214818182,0.807606061,0.185666667,178.4712121,99.30151515,99.92272727,99.87575758,100,99.02424242,99.37878788,23.96212121,24.03484849,23.87272727,23.91212121,24.12727273,24.26666667,0.21201656,0.023593142,0.037552558,0,0.29562733,0.190903065,0,0,0,NA,-8.935257575,NA,0,0,1,NA,27.55606061,27.50909091,27.4959596,23.96212121,25.43232323,27.01111111,NA,NA,NA,NA,NA,2014,4,4,pre_drought_non_enzo,NA
34,05/04/2014,1004.436364,NA,0.978772727,0.839712121,0.535712121,0.065969697,223.8621212,99.95757576,100,100,100,99.94090909,100,23.34848485,23.38333333,23.20757576,23.25454546,23.43636364,23.56666667,0.012615672,0,0,0,0.017183032,0,0,0,0,NA,-9.8275,NA,0,0,1,NA,27.22348485,27.10656565,27.28333333,25.65530303,27.75909091,28.88383838,NA,NA,NA,NA,NA,2014,4,5,pre_drought_non_enzo,NA
35,06/04/2014,1004.6,NA,0.915636364,0.779545455,0.474560606,0.130257576,218.9060606,94.88181818,97.87272727,99.38030303,99.9969697,99.79545455,99.90757576,23.32575758,23.21818182,22.84545455,22.80606061,22.9469697,23.09242424,1.476472057,0.611119505,0.174571723,0.000861524,0.058074304,0.026646578,0,0,0.015484849,NA,-6.657212121,NA,0,0,1,NA,26.98939394,27.03888889,27.24242424,26.48560606,27.79090909,28.75909091,NA,NA,NA,NA,NA,2014,4,6,pre_drought_non_enzo,NA
36,07/04/2014,1004.559091,NA,1.239484849,1.05180303,0.637636364,0.19530303,171.2166667,98.57575758,99.97575758,99.96363636,100,99.11363636,99.5969697,23.16666667,23.13484848,22.89848485,22.93030303,23.20151515,23.31666667,0.406727268,0.007001815,0.009836681,0,0.251583518,0.115191302,0,0,0,NA,-8.328378788,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,7,pre_drought_non_enzo,NA
37,08/04/2014,1003.477778,NA,1.795185185,1.458851852,0.968111111,0.195518518,65.55925925,84.92592593,87.31111111,87.78148148,88.2,87.67777778,87.94444444,26.48148148,26.35555556,25.97777778,25.96296296,26.15925926,26.23703704,5.29888805,4.465550638,4.245647595,4.106176339,4.285773633,4.206916969,0,0,0,NA,-35.12077778,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,8,pre_drought_non_enzo,NA
38,09/04/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,9,pre_drought_non_enzo,NA
39,10/04/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,10,pre_drought_non_enzo,NA
40,11/04/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,11,pre_drought_non_enzo,NA
41,12/04/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,12,pre_drought_non_enzo,NA
42,13/04/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,13,pre_drought_non_enzo,NA
43,14/04/2014,1003.201515,NA,1.005560606,0.8225,0.463348485,0.055727273,133.4348485,NA,NA,NA,99.88484849,99.03939394,99.34090909,NA,NA,NA,24.76969697,24.87727273,25.00757576,NA,NA,NA,0.038915817,0.311425458,0.217276689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,14,pre_drought_non_enzo,NA
44,15/04/2014,1003.168182,NA,1.365636364,1.168984849,0.792333333,0.220636364,157.880303,NA,NA,NA,99.77878788,99.19242424,99.40606061,NA,NA,NA,23.05151515,23.24242424,23.38333333,NA,NA,NA,0.065897128,0.243714108,0.180629151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,15,pre_drought_non_enzo,NA
45,16/04/2014,1001.893939,NA,0.887045455,0.757075757,0.421136364,0.136560606,139.8727273,NA,NA,NA,97.96363636,97.09545455,97.54393939,NA,NA,NA,24.55757576,24.64090909,24.76060606,NA,NA,NA,0.672921591,0.936932934,0.802165709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,16,pre_drought_non_enzo,NA
46,17/04/2014,1002.480303,NA,1.614348485,1.376075757,0.872272727,0.285848485,167.6242424,NA,NA,NA,98.56060606,97.43787879,97.72272727,NA,NA,NA,23.98181818,24.1530303,24.32272727,NA,NA,NA,0.457642851,0.810333917,0.728499046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,17,pre_drought_non_enzo,NA
47,18/04/2014,1003.240909,NA,1.490484848,1.30030303,0.870363636,0.258575758,168.5909091,NA,NA,NA,97.16060606,95.95757576,96.46818182,NA,NA,NA,24.31363636,24.47575757,24.61515151,NA,NA,NA,0.966273799,1.328702481,1.171005819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,18,pre_drought_non_enzo,NA
48,19/04/2014,1001.616667,NA,1.106409091,0.923257576,0.568727273,0.154787879,180.189394,NA,NA,NA,98.34242424,97.72727273,98.18484849,NA,NA,NA,24.67727273,24.79393939,24.92424242,NA,NA,NA,0.59244734,0.771301961,0.627594735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,19,pre_drought_non_enzo,NA
49,20/04/2014,1001.44697,NA,1.778939394,1.541969697,1.095378788,0.281681818,191.4257576,NA,NA,NA,98.61212121,96.86666667,97.27575758,NA,NA,NA,24.10454546,24.32878788,24.47424242,NA,NA,NA,0.447878579,1.007215475,0.885955679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,20,pre_drought_non_enzo,NA
50,21/04/2014,1002.859091,NA,1.236924242,1.053121212,0.648393939,0.203863636,164.9121212,NA,NA,NA,99.78030303,99.19545455,99.37575758,NA,NA,NA,24.01818182,24.1530303,24.29545455,NA,NA,NA,0.072708261,0.258132297,0.20241742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,21,pre_drought_non_enzo,NA
51,22/04/2014,1003.615152,NA,1.628833333,1.400727273,0.921712121,0.240848485,240.3909091,NA,NA,NA,98.06818182,96.08484849,96.62272727,NA,NA,NA,23.29242424,23.5030303,23.62878788,NA,NA,NA,0.57537941,1.161688412,1.011255855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,22,pre_drought_non_enzo,NA
52,23/04/2014,1001.893939,NA,1.513257576,1.298575758,0.850227273,0.276106061,181.0242424,NA,NA,NA,96.35151515,95.6,96.01363636,NA,NA,NA,24.47727273,24.62424242,24.75757576,NA,NA,NA,1.262431237,1.496395766,1.363666131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,23,pre_drought_non_enzo,NA
53,24/04/2014,1001.486364,NA,1.396909091,1.178015151,0.774060606,0.214318182,155.3636364,NA,NA,NA,97.2969697,96.84848485,97.3,NA,NA,NA,24.30606061,24.3969697,24.53181818,NA,NA,NA,0.961317869,1.083398713,0.938544437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,24,pre_drought_non_enzo,NA
